index	question	hint	A	B	C	D	E	F	G	H	answer	image	question_image	question_type	category	subfield	source	font	size
1177	What is the Decalogue?	nan	The Exodus	The Covenant	The Ten Commandments	The creation story	nan	nan	nan	nan	C	nan	questions/1177.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1178	"Yamago Soko created the ""way of the warrior,"" known as which of the following?"	nan	Bushido	Samurai	Nembutsu	Gomadaki	nan	nan	nan	nan	A	nan	questions/1178.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1179	What is the Hebrew word is used to refer to the Nazi's catastrophic program of genocide?	nan	Shoah	Seder	Passover	Diaspora	nan	nan	nan	nan	A	nan	questions/1179.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1180	Which Jewish group demanded a narrow and literal interpretation of the Torah?	nan	Sadducees	Pharisees	Essenes	Zealots	nan	nan	nan	nan	A	nan	questions/1180.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1181	What policies did Alexander Hamilton pursue to build the American economy?	nan	Free trade with all European countries on an equal basis and a smaller government role in the economy	Establishment of a national currency and higher government spending	"Tariffs to protect American manufacturing, establishment of a national bank, and the repayment of all debts."	Limits on immigration and imported technology to encourage higher wages	nan	nan	nan	nan	C	nan	questions/1181.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1182	How did relations with Russia develop under George H.W. Bush?	nan	Cautious support for Gorbachev and Yeltsin	Unreserved support for Gorbachev and Yeltsin	"Denouncement of Gorbachev, but support for Yeltsin"	Denouncement of Gorbachev and Yeltsin	nan	nan	nan	nan	A	nan	questions/1182.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1183	What fact impinged upon America's 'neutral' stance towards the belligerent in World War I between 1915 and 1917?	nan	US banks funded the allies much more than Germany and Austria-Hungary	US banks funded Germany and Austria-Hungary much more than the allies	Wilson secretly favoured the German position	None of the above	nan	nan	nan	nan	A	nan	questions/1183.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1184	Who were the original five permanent members on the UN Security Council?	nan	"United States, Soviet Union, Germany, France, and Great Britain"	"United States, Germany, France, Great Britain, and Japan"	"United States, Great Britain, Republic of China, India, and Brazil"	"United States, Soviet Union, France, Great Britain, and Republic of China"	nan	nan	nan	nan	D	nan	questions/1184.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1185	"According to Realists, what accounts for the onset of the Cold War?"	nan	Ideological differences	A power vacuum	The expansionist nature of the Soviet Union	Both b and c	nan	nan	nan	nan	D	nan	questions/1185.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1186	What is soft power?	nan	"Use of coercive measures short of war, such as economic sanctions"	Ways in which the values and culture of a country provide it with influence in the international system	Ineffective use of one's power	When states use carrots (incentives) instead of sticks (threats) to influence other countries.	nan	nan	nan	nan	B	nan	questions/1186.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1187	Why did Congress oppose Wilson's proposal for the League of Nations?	nan	It feared the League would encourage Soviet influence in the US	It feared the League would be anti-democratic	It feared the League would commit the US to an international alliance	Both a and b	nan	nan	nan	nan	C	nan	questions/1187.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1188	What is the core reason why the US is viewed as exceptional?	nan	Because it is a great power but uses that power sparingly	"Because of its intensely liberal character, which is rooted in a sense of its special mission"	Because of its exclusive concentration on issues of power and security	"Because of its despotic character, which is rooted in a sense of its special mission"	nan	nan	nan	nan	B	nan	questions/1188.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1189	What is meant by a grand strategy of 'primacy'?	nan	Assurance of US parity with other powers	Striving for American dominance in the international system	Putting America's interests first	Promotion of America as the world's first democracy	nan	nan	nan	nan	B	nan	questions/1189.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	16
1190	Which factor is cited by Revisionists as the primary cause of the Cold War?	nan	The threat posed by the Soviet Union	Domestic concerns of the US	Soviet ideology	None of the above	nan	nan	nan	nan	B	nan	questions/1190.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	9
1191	Who is considered the ÃÂ¢ÃÂÃÂfatherÃÂ¢ÃÂ?of containment?	nan	George Kennan	John Foster Dulles	Henry Kissinger	Dwight Eisenhower	nan	nan	nan	nan	A	nan	questions/1191.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	9
1192	"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.) ~E ÃÂ¢ÃÂ?F ~F / E"	nan	Valid	Invalid. Counterexample when E and F are true	Invalid. Counterexample when E is true and F is false	Invalid. Counterexample when E and F are false	nan	nan	nan	nan	D	nan	questions/1192.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	32
1193	"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.) A ÃÂ¢ÃÂ?(~B ÃÂ¢ÃÂ?C) B ÃÂ¢ÃÂ?D ~C ÃÂ¢ÃÂ?~D / ~A"	nan	Valid	"Invalid. Counterexample when A, B, and D are true and C is false"	Invalid. Counterexample when A and B are true and C and D are false	"Invalid. Counterexample when A, C, and D are true and B is false"	nan	nan	nan	nan	A	nan	questions/1193.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	32
1194	"Identify the antecedent of the following conditional proposition: If the Bees win their first game, then neither the Aardvarks nor the Chipmunks win their first games."	nan	The Aardvarks do not win their first game.	The Bees win their first game.	The Chipmunks do not win their first game.	Neither the Aardvarks nor the Chipmunks win their first games.	nan	nan	nan	nan	B	nan	questions/1194.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	9
1195	"Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers. A ÃÂ¢ÃÂ?~B and B ÃÂ¢ÃÂ?A"	nan	Logically equivalent	Contradictory	"Neither logically equivalent nor contradictory, but consistent"	Inconsistent	nan	nan	nan	nan	C	nan	questions/1195.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	9
1196	"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.) D ÃÂ¢ÃÂ?(~E ÃÂ¢ÃÂ?F) ~D ÃÂ¢ÃÂ?E ~E / F"	nan	Valid	Invalid. Counterexample when D and E are true and F is false	Invalid. Counterexample when D is true and E and F are false	Invalid. Counterexample when E is true and D and F are false	nan	nan	nan	nan	A	nan	questions/1196.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	32
1197	"Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.) ~(J ÃÂ¢ÃÂ?~K) L ÃÂ¢ÃÂ?M (J ÃÂ¢ÃÂ?L) ÃÂ¢ÃÂ?(K ÃÂÃÂ· M)"	nan	Inconsistent	"Consistent. Consistent valuation when J, K, and M are true and L is false"	Consistent. Consistent valuation when L and M are true and J and K are false	Consistent. Consistent valuation when K and M are true and J and L are false	nan	nan	nan	nan	D	nan	questions/1197.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	32
1198	Which of the given formulas of PL is the best symbolization of the following sentence? A married couple can report their combined income and deduct their combined allowable expenses on one return provided that only one had income or they did not live together all year.	nan	(R ÃÂ¢ÃÂ?D) ÃÂ¢ÃÂ?(I ÃÂ¢ÃÂ?~L)	(I ÃÂ¢ÃÂ?~L) ÃÂ¢ÃÂ?(R ÃÂ¢ÃÂ?D)	R ÃÂ¢ÃÂ?[(I ÃÂ¢ÃÂ?D) ÃÂ¢ÃÂ?~L]	~(I ÃÂ¢ÃÂ?L) ÃÂ¢ÃÂ?(R ÃÂ¢ÃÂ?D)	nan	nan	nan	nan	B	nan	questions/1198.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	9
1199	Which of the given formulas of PL is the best symbolization of the following sentence? Elliott likes to skateboard or he likes to write songs and to play them.	nan	S ÃÂ¢ÃÂ?(W ÃÂ¢ÃÂ?P)	(S ÃÂ¢ÃÂ?W) ÃÂ¢ÃÂ?P	S ÃÂ¢ÃÂ?(W ÃÂ¢ÃÂ?P)	(S ÃÂ¢ÃÂ?W) ÃÂ¢ÃÂ?P	nan	nan	nan	nan	A	nan	questions/1199.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	9
1200	"Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.) (G ÃÂ¢ÃÂ?H) ÃÂ¢ÃÂ?H ~H ÃÂ¢ÃÂ?I G ÃÂÃÂ· ~I"	nan	Inconsistent	"Consistent. Consistent valuation when G, H, and I are true"	Consistent. Consistent valuation when G and H are true and I is false	Consistent. Consistent valuation when G is true and H and I are false	nan	nan	nan	nan	D	nan	questions/1200.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Cambria	32
1201	"Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers. ~[(G ÃÂ¢ÃÂ?H) ÃÂ¢ÃÂ?~H] and ~G ÃÂ¢ÃÂ?G"	nan	Logically equivalent	Contradictory	"Neither logically equivalent nor contradictory, but consistent"	Inconsistent	nan	nan	nan	nan	D	nan	questions/1201.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	32
1202	"Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.) (A ÃÂ¢ÃÂ?B) ÃÂ¢ÃÂ?C ~C ~A ÃÂ¢ÃÂ?B"	nan	Inconsistent	Consistent. Consistent valuation when A and B are true and C is false	Consistent. Consistent valuation when A and C are true and B is false	Consistent. Consistent valuation when B and C are true and A is false	nan	nan	nan	nan	B	nan	questions/1202.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	32
1203	"Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.) P ÃÂ¢ÃÂ?Q ~Q ÃÂ¢ÃÂ?R R ÃÂ¢ÃÂ?P S ÃÂ¢ÃÂ?~P S ÃÂ¢ÃÂ?R"	nan	Inconsistent	Consistent. Consistent valuation when P and Q are true and R and S are false	"Consistent. Consistent valuation when P, Q, R, and S are true"	Consistent. Consistent valuation when R and S are true and P and Q are false	nan	nan	nan	nan	A	nan	questions/1203.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	32
1204	Select the best translation into predicate logic.Some robbers steal money from a bank. (Bx: x is a bank; Mx: x is money; Rx: x is a robber; Sxyz: x steals y from z)	nan	(ÃÂ¢ÃÂÃÂx){Bx ÃÂ¢ÃÂ?(ÃÂ¢ÃÂÃÂy)[Ry ÃÂ¢ÃÂ?(ÃÂ¢ÃÂÃÂz)(Mz ÃÂ¢ÃÂ?Syzx)]}	(ÃÂ¢ÃÂÃÂx)(ÃÂ¢ÃÂÃÂy)(ÃÂ¢ÃÂÃÂz)[(Rx ÃÂ¢ÃÂ?By) ÃÂ¢ÃÂ?(Mz ÃÂ¢ÃÂ?Syxz)]	(ÃÂ¢ÃÂÃÂx){Rx ÃÂ¢ÃÂ?(ÃÂ¢ÃÂÃÂy)[My ÃÂ¢ÃÂ?(ÃÂ¢ÃÂÃÂz)(Bz ÃÂ¢ÃÂ?Sxyz)]}	(ÃÂ¢ÃÂÃÂx){Rx ÃÂ¢ÃÂ?(ÃÂ¢ÃÂÃÂy)[My ÃÂ¢ÃÂ?(ÃÂ¢ÃÂÃÂz)(Bz ÃÂ¢ÃÂ?Sxyz)]}	nan	nan	nan	nan	D	nan	questions/1204.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	9
1205	"If a polynomial f(x) over the real numbers has the complex numbers 2 + i and 1 - i as roots, then f(x) could be"	nan	x^3 + 5x^2 + 4x + 1	x^4 - 6x^3 + 15x^2 - 18x + 10	x^3 - x^2 + 4x + 1	x^4 + 7x^2 + 10	nan	nan	nan	nan	B	nan	questions/1205.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1206	"What is the volume of the solid in xyz-space bounded by the surfaces y = x^2, y = 2 - x^2, z = 0, and z = y + 3?"	nan	8ÃÂÃÂ3ÃÂÃÂ	3ÃÂÃÂ16ÃÂÃÂ	Mar-32	104/105	nan	nan	nan	nan	C	nan	questions/1206.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1207	"Suppose A, B, and C are statements such that C is true if exactly one of A and B is true. If C is false, which of the following statements must be true?"	nan	"If A is true, then B is false."	"If A is false, then B is false."	"If A is false, then B is true."	Both A and B are true.	nan	nan	nan	nan	B	nan	questions/1207.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1208	"In a survey of 100 undergraduate math majors at a certain college, the following information is obtained about the courses they are taking during the Spring semester: 41 are enrolled in real analysis, 44 are enrolled in differential equations, 48 are enrolled in linear algebra, 11 are enrolled in both real analysis and linear algebra, 14 are enrolled in both real analysis and differential equations, 19 are enrolled in both differential equations and linear algebra, and 10 are not enrolled in any of these three courses. How many of the students surveyed are enrolled in all three of these courses?"	nan	1	2	3	4	nan	nan	nan	nan	A	nan	questions/1208.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1209	"k digits are to be chosen at random (with repetitions allowed) from {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}. What is the probability that 0 will not be chosen?"	nan	(9/10)^k	(1/10)^k	(k-1)/k	1ÃÂÃÂ10ÃÂÃÂ	nan	nan	nan	nan	A	nan	questions/1209.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1210	"In the complex z-plane, the set of points satisfying the equation z^2 = |z|^2 is a"	nan	pair of points	circle	half-line	line	nan	nan	nan	nan	D	nan	questions/1210.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1211	"Let S, T, and U be nonempty sets, and let f: S -> T and g: T -> U be functions such that the function g ÃÂ¢ÃÂ?f : S -> U is one-to-one (injective). Which of the following must be true?"	nan	f is one-to-one.	f is onto.	g is one-to-one.	g is onto.	nan	nan	nan	nan	A	nan	questions/1211.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1212	A fair die is tossed 360 times. The probability that a six comes up on 70 or more of the tosses is	nan	greater than 0.50	between 0.16 and 0.50	between 0.02 and 0.16	between 0.01 and 0.02	nan	nan	nan	nan	C	nan	questions/1212.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1213	For what value of b is the line y = 10x tangent to the curve y = e^(bx) at some point in the xy-plane?	nan	10/e	10	10e	e^10	nan	nan	nan	nan	A	nan	questions/1213.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1214	"If the finite group G contains a subgroup of order five but no element of G other than the identity is its own inverse, then the order of G could be"	nan	8	20	30	35	nan	nan	nan	nan	D	nan	questions/1214.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1215	"If one arch of the curve y = sin x is revolved around the x-axis, what's the volume of the generated solid?"	nan	ÃÂÃÂ^2 / 4	ÃÂÃÂ^2 / 2	2ÃÂÃÂ	ÃÂÃÂ^2	nan	nan	nan	nan	B	nan	questions/1215.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1216	The standard of living will increase if	nan	everyone works harder.	the population grows.	GDP increases.	real GDP increases at a greater rate than the population.	nan	nan	nan	nan	D	nan	questions/1216.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	9
1217	Which of the following is true of the complete circular flow model of an open economy?	nan	All goods and services flow through the government in exchange for resource payments.	There is no role for the foreign sector.	Households supply resources to producers in exchange for goods and services.	The government collects taxes from firms and households in exchange for goods and services.	nan	nan	nan	nan	D	nan	questions/1217.jpg	multiple-choice	unimodal knowledge	Social & Applied Sciences	mmlu_val	Times New Roman	9
1218	Which of the following is a true statement?	nan	"While observational studies gather information on an already existing condition, they still often involve intentionally forcing some treatment to note the response."	"In an experiment, researchers decide on the treatment but typically allow the subjects to self-select into the control group."	"If properly designed, either observational studies or controlled experiments can easily be used to establish cause and effect."	Stratifying in sampling is the same idea as blocking for experiments.	nan	nan	nan	nan	D	nan	questions/1218.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1219	"According to the central limit theorem, the sample mean X is approximately normally distributed"	nan	"for a large sample, regardless of the distribution of random variable X"	"for a large sample, provided the random variable X is normally distributed"	regardless of the sample size	"for a small sample, regardless of the distribution of random variable X"	nan	nan	nan	nan	A	nan	questions/1219.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1220	What are the mean and standard deviation of a binomial experiment that occurs with probability of success 0.76 and is repeated 150 times?	nan	"114, 27.35"	"100.5, 5.23"	"114, 5.23"	"The mean is 114, but there is not enough information given to determine the standard deviation."	nan	nan	nan	nan	D	nan	questions/1220.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1221	For which of these is a binomial probability model most reasonable?	nan	"The number of times, out of 10 attempts, that a particular child can throw a ball into a basket from six feet away"	The colors of the cars in the parking lot of a particular grocery store on a randomly selected Sunday	The number of times that a randomly selected resident of California has visited a museum in the last 12 months	The number of cards drawn from a well-shuffled deck until all four aces are found	nan	nan	nan	nan	A	nan	questions/1221.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1222	A sample of size 35 is to be drawn from a large population. The sampling technique is such that every possible sample of size 35 that could be drawn from the population is equally likely. What name is given to this type of sample?	nan	Systematic sample	Cluster sample	Voluntary response sample	Simple random sample	nan	nan	nan	nan	D	nan	questions/1222.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1223	A random sample of families was taken in order to estimate the relation between fertility and level of education (measured in number of years). A confidence interval needs to be constructed for the slope of the regression line. The social worker in charge of the project is debating whether to use a 90 percent or a 95 percent confidence interval. Which of the following statements about the length of these intervals is true?	nan	The 95 percent confidence interval will be wider than the 90 percent confidence interval.	The 95 percent confidence interval will be narrower than the 90 percent confidence interval.	"Both intervals will be of the same length, because they are computed from the same sample."	"The length of the confidence interval will depend on the sample size, not on the confidence level."	nan	nan	nan	nan	A	nan	questions/1223.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1224	"Random samples of size n are drawn from a population. The mean of each sample is calculated, and the standard deviation of this set of sample means is found. Then the procedure is repeated, this time with samples of size 4n. How does the standard deviation of the second group compare with the standard deviation of the first group?"	nan	It will be the same.	It will be twice as large.	It will be four times as large.	It will be half as large.	nan	nan	nan	nan	D	nan	questions/1224.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1225	A particular crop of one variety of onion has weights that are approximately normally distributed with mean 9.8 oz. and standard deviation 2.1 oz. How does an onion in the 28th percentile for weight compare to the mean?	nan	1.22 ounces below the mean	0.59 ounces below the mean	0.59 ounces above the mean	1.22 ounces above the mean	nan	nan	nan	nan	A	nan	questions/1225.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1226	"A skeptic decides to conduct an experiment in ESP in which a blindfolded subject calls out the color of a card dealt from a regular deck of cards (half the cards are red; the other half, black). One hundred cards are dealt from a well-shuffled pack, with each card being replaced after a deal. Using a 5 percent level of significance, what is the lowest number of cards that the subject needs to call out correctly in order to show that he is doing better than he would if he were simply guessing?"	nan	51	59	75	95	nan	nan	nan	nan	B	nan	questions/1226.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1227	"In sample surveys, what is meant by bias?"	nan	A systematic error in a sampling method that leads to an unrepresentative sample.	"Prejudice, as in ethnic and gender-related studies."	Natural variability seen between samples.	Tendency for some distributions to be skewed.	nan	nan	nan	nan	A	nan	questions/1227.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1228	For which of the following purposes would it be most unreasonable to use a census?	nan	To determine the proportion of students with a learning disability in a small rural area high school	To determine the proportion of red snappers with a high mercury level in the Gulf of Mexico	To determine the difference between the proportion of engineering professors and the proportion of business professors in favor of the new teaching initiative at a large university	To determine the mean wage earned by construction workers in a small town	nan	nan	nan	nan	B	nan	questions/1228.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1229	The distribution of weights of 16-ounce bags of a particular brand of potato chips is approximately normal with a standard deviation of 0.28 ounce. How does the weight of a bag at the 40th percentile compare with the mean weight?	nan	0.40 ounce above the mean	0.25 ounce above the mean	0.07 ounce above the mean	0.07 ounce below the mean	nan	nan	nan	nan	D	nan	questions/1229.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1230	Which of the following are examples of continuous data? I. The speed your car goes II. The number of outcomes of a binomial experiment III. The average temperature in San Francisco IV. The wingspan of a bird V. The jersey numbers of a football team	nan	"I, III, and IV only"	II and V only	"I, III, and V only"	"II, III, and IV only"	nan	nan	nan	nan	A	nan	questions/1230.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1231	A lightweight toy car crashes head-on into a heavier toy truck. Which of the following statements is true as a result of the collision? I. The car will experience a greater impulse than the truck. II. The car will experience a greater change in momentum than the truck. III. The magnitude of the acceleration experienced by the car will be greater than that experienced by the truck.	nan	I and II only	II only	III only	II and III only	nan	nan	nan	nan	C	nan	questions/1231.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1232	"A light bulb rated at 100 W is twice as bright as a bulb rated at 50 W when both are connected in parallel directly to a 100-V source. Now imagine that these bulbs are instead connected in series with each other. Which is brighter, and by how much?"	nan	The bulbs have the same brightness.	The 100-W bulb is twice as bright.	The 50-W bulb is twice as bright.	The 100-W bulb is four times as bright.	nan	nan	nan	nan	C	nan	questions/1232.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1233	An object initially at rest experiences a time-varying acceleration given by a = (2 m/s^3)t for t ÃÂ¢ÃÂ?0. How far does the object travel in the first 3 seconds?	nan	9 m	12 m	18 m	24 m	nan	nan	nan	nan	A	nan	questions/1233.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1234	"A car travelling at a speed of v0 applies its brakes, skidding to a stop over a distance of x m. Assuming that the deceleration due to the brakes is constant, what would be the skidding distance of the same car if it were traveling with twice the initial speed?"	nan	2x m	3x m	4x m	8x m	nan	nan	nan	nan	C	nan	questions/1234.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1235	"A projectile is launched on level ground in a parabolic path so that its range would normally be 500 m. When the projectile is at the peak of its flight, the projectile breaks into two pieces of equal mass. One of these pieces falls straight down, with no further horizontal motion. How far away from the launch point does the other piece land?"	nan	250 m	375 m	500 m	750 m	nan	nan	nan	nan	D	nan	questions/1235.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1236	A spherical conductor carries a net charge. How is this charge distributed on the sphere?	nan	The charge is evenly distributed on the surface.	The charge resides on the surface only; the distribution of charge on the surface depends on what other charged objects are near the sphere.	The charge moves continually within the sphere.	The charge is distributed uniformly throughout the sphere.	nan	nan	nan	nan	B	nan	questions/1236.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1237	"A uniform bar is lying on a flat table. Besides the gravitational and normal forces (which cancel), the bar is acted upon by two other forces, F1 and F2, which are parallel to the surface of the table. If the net force on the rod is zero, then which one of the following is true?"	nan	The net torque on the bar must also be zero.	The bar can accelerate translationally if F1 and F2 are not applied at the same point.	The net torque will be zero if F1 and F2 are applied at the same point.	The bar cannot accelerate translationally or rotationally.	nan	nan	nan	nan	C	nan	questions/1237.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1238	It is observed that sounds can be heard around a corner but that light cannot be seen around a corner. What is a reasonable explanation for this observation?	nan	"Light travels at 3 ÃÂÃÂ 10^8 m/s, which is too fast to change direction around a corner."	"Sound has a longer wavelength, which increases the diffraction."	Light is an electromagnetic wave that is behaving as a particle.	Sound is a mechanical wave that can change direction in its propagation media.	nan	nan	nan	nan	B	nan	questions/1238.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
1239	"You have a wire of length L, radius Q, and resistance Q. You need to obtain half that resistance using the same material and changing only one factor. You could"	nan	use half the length	use twice the length	use half the radius	use twice the radius	nan	nan	nan	nan	A	nan	questions/1239.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1240	"An arrow is aimed horizontally, directly at the center of a target 20 m away. The arrow hits 0.050 m below the center of the target. Neglecting air resistance, what was the initial speed of the arrow?"	nan	20 m/s	40 m/s	100 m/s	200 m/s	nan	nan	nan	nan	D	nan	questions/1240.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1241	"Given that the EarthÃÂ¢ÃÂÃÂs mass is m, its tangential speed as it revolves around the Sun is v, and the distance from the Sun to the Earth is R, which of the following correctly describes the work done by the centripetal force, Wc, in one yearÃÂ¢ÃÂÃÂs time?"	nan	Wc > 2R(mv^2/R)	Wc = 2R(mv^2/R)	Wc < 2R(mv^2/R)	Cannot be determined	nan	nan	nan	nan	C	nan	questions/1241.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	32
1242	"A spherical balloon filled with helium is floating in air. If the balloon is inflated until its radius is doubled, how will the buoyant force on the balloon be affected?"	nan	It will decrease by a factor of 4.	It will increase by a factor of 4.	It will increase by a factor of 8.	It will not be affected.	nan	nan	nan	nan	C	nan	questions/1242.jpg	multiple-choice	unimodal knowledge	Natural & Life Sciences	mmlu_val	Times New Roman	9
